,title,director,distributor,distributor_group,release_date,release_season,nation,screen,rev_nationwide,aud_nationwide,genre,rate,type,starring_actors,running_times,release_year,director_power,expert_rating,sequel,original,actor_power,before_news,after_news,holiday,dist_cat,audience_rating,rating_audiences
287,밀정,김지운,워너브러더스 코리아(주),B,20160907,autumn,한국,1444,61158644831,7487545,액션,15세이상관람가,일반영화,"송강호,공유",140,2016,66698,7.5,0,1,25911076,1168,1044,0,B,8.57884929,4293
288,터널,김성훈B,(주)쇼박스,C,20160810,summer,한국,1105,57510324417,7118592,드라마,12세이상관람가,일반영화,"하정우,배두나,오달수",126,2016,3128490,7.21,0,1,98032226,2188,1046,0,A,8.66082965,5882
289,인천상륙작전,이재한,씨제이이앤엠(주),A,20160727,summer,한국,1049,55101410303,7049643,드라마,12세이상관람가,일반영화,"이정재,이범수,리암 니슨",110,2016,0,3.41,0,1,38214166,2681,1871,0,A,8.57027739,6453
290,럭키,이계벽,(주)쇼박스,C,20161013,autumn,한국,1158,56361435256,6965706,코미디,15세이상관람가,일반영화,"유해진,이준,조윤희",112,2016,0,5.68,0,1,32679526,909,755,0,A,8.826053443,3892
291,덕혜옹주,허진호,롯데쇼핑㈜롯데엔터테인먼트,A,20160803,summer,한국,964,44344141109,5593551,사극,12세이상관람가,일반영화,"손예진,박해일",127,2016,0,5.95,0,1,12610733,2133,1690,0,A,8.859929078,3948
292,닥터 스트레인지,스콧 데릭슨,월트디즈니컴퍼니코리아(주),B,20161026,autumn,미국,1503,47481830396,5446239,액션,12세이상관람가,일반영화,"베네딕트 컴버배치,레이첼 맥아담스,틸다 스윈튼",115,2016,69786,7.03,1,1,18788531,235,532,0,B,8.949522227,4814
293,마스터,조의석,씨제이이앤엠(주),A,20161221,winter,한국,1501,39784641065,4935320,액션,15세이상관람가,일반영화,"이병헌,강동원,김우빈",143,2016,5496547,5.77,0,0,30623951,1071,426,0,A,8.686219739,5370
294,신비한 동물사전,데이빗 예이츠,워너브러더스 코리아(주),B,20161116,autumn,미국,1431,39300515858,4662534,어드벤처,12세이상관람가,일반영화,"에디 레드메인,콜린 파렐,캐서린 워터스턴",132,2016,0,7.08,1,1,1063966,97,577,0,B,8.768924303,3263
295,판도라,박정우,(주)넥스트엔터테인먼트월드(NEW),C,20161207,winter,한국,1166,33856670164,4301361,드라마,12세이상관람가,일반영화,"김남길,김주현,정진영",136,2016,0,5.92,0,0,31008391,1144,849,0,A,8.914615771,1991
296,나우 유 씨 미 2,존 추,롯데쇼핑㈜롯데엔터테인먼트,A,20160713,summer,미국,1200,25116690113,3100113,범죄,12세이상관람가,일반영화,"제시 아이젠버그,마크 러팔로,우디 해럴슨",129,2016,1855917,5.34,1,0,26001159,140,366,0,A,8.588807786,2055
297,형,권수경,씨제이이앤엠(주),A,20161123,autumn,한국,993,23113768293,2979659,코미디,12세이상관람가,일반영화,"조정석,디오,박신혜",110,2016,0,4.55,0,0,30595374,487,1059,0,A,9.011034483,1450
298,미스 페레그린과 이상한 아이들의 집,팀 버튼,이십세기폭스코리아(주),B,20160928,autumn,미국,904,21841214586,2718158,미스터리,12세이상관람가,일반영화,"에바 그린,에이사 버터필드,사무엘 L. 잭슨",127,2016,85200,7.08,0,1,23050917,268,281,0,B,8.592145015,1655
299,제이슨 본,폴 그린그래스,유니버설픽쳐스인터내셔널 코리아(유),B,20160727,summer,미국,827,21253434663,2611966,액션,15세이상관람가,일반영화,"맷 데이먼,알리시아 비칸데르,뱅상 카셀",123,2016,241514,5.97,1,1,6422881,198,701,0,B,8.41109995,3982
300,도리를 찾아서,앤드류 스탠튼,월트디즈니컴퍼니코리아(주),B,20160706,summer,미국,1091,20703899933,2601734,애니메이션,전체관람가,일반영화,"엘런 드제너러스,앨버트 브룩스,에드 오닐",97,2016,0,6.52,1,0,0,195,371,0,B,8.691922006,1795
301,아수라,김성수,씨제이이앤엠(주),A,20160928,autumn,한국,1278,20576226662,2594028,범죄,청소년관람불가,일반영화,"정우성,황정민,주지훈",132,2016,3122222,6.56,0,0,62861455,3703,1396,0,A,6.558953033,4088
302,마이펫의 이중생활,크리스 리노드,유니버설픽쳐스인터내셔널 코리아(유),B,20160803,summer,미국,726,19379904655,2517805,애니메이션,전체관람가,일반영화,"루이스 C.K.,에릭 스톤스트릿,케빈 하트",90,2016,925108,6.67,0,0,155374,49,184,0,B,8.703752469,3038
303,라라랜드,데이미언 셔젤,판씨네마(주),D,20161207,winter,미국,727,19993531232,2384782,드라마,12세이상관람가,일반영화,"라이언 고슬링,엠마 스톤",127,2016,1559430,8.34,0,0,5315445,101,392,0,C,8.868760064,1242
304,봉이 김선달,박대민,씨제이이앤엠(주),A,20160706,summer,한국,942,16172133642,2044564,사극,12세이상관람가,일반영화,"유승호,조재현,고창석",121,2016,0,5.14,0,1,18816921,1174,564,0,A,8.317815577,1117
305,수어사이드 스쿼드,데이비드 에이어,워너브러더스 코리아(주),B,20160803,summer,미국,823,15873106188,1898121,액션,15세이상관람가,일반영화,"윌 스미스,자레드 레토,마고 로비",122,2016,1368705,5.15,1,1,199297,199,595,0,B,7.615583743,3863
306,벤허,티무르 베크맘베토브,롯데쇼핑㈜롯데엔터테인먼트,A,20160914,autumn,미국,717,11405870395,1399771,어드벤처,12세이상관람가,일반영화,"찰톤 헤스톤,잭 호킨스,하야 하라릿",222,2016,0,8.75,0,1,0,86,265,1,A,9,1
307,스타트렉 비욘드,저스틴 린,롯데쇼핑㈜롯데엔터테인먼트,A,20160817,summer,미국,716,10190375820,1157156,액션,12세이상관람가,일반영화,"크리스 파인,사이먼 페그,조 샐다나",122,2016,1790273,7.1,1,1,14291634,1495,454,0,A,8.413407821,895
308,미씽: 사라진 여자,이언희,메가박스중앙(주)플러스엠,A,20161130,autumn,한국,790,8881616256,1153109,미스터리,15세이상관람가,일반영화,"엄지원,공효진",100,2016,0,6.72,0,0,1944902,439,533,0,A,8.590727418,1251
309,"당신, 거기 있어줄래요",홍지영,롯데쇼핑㈜롯데엔터테인먼트,A,20161214,winter,한국,767,8999085248,1124815,판타지,12세이상관람가,일반영화,"김윤석,변요한,채서진",111,2016,1210277,5.44,0,1,19920665,1131,612,0,A,8.872954764,1039
310,라이트 아웃,데이비드 F. 샌드버그,워너브러더스 코리아(주),B,20160824,summer,미국,659,8892177975,1111158,공포,15세이상관람가,일반영화,"테레사 팔머,앨리시아 벨라 베일리,가브리엘 베이트먼",81,2016,0,0,0,1,1175118,10,159,0,B,7.713203463,924
311,씽,가스 제닝스,유니버설픽쳐스인터내셔널 코리아(유),B,20161221,winter,미국,795,8196285789,1061913,애니메이션,전체관람가,일반영화,"매튜 맥커너히,리즈 위더스푼,스칼렛 요한슨",108,2016,0,6.71,0,0,16691548,0,1,0,B,9.039348711,1474
312,맨 인 더 다크,페드 알바레즈,유니버설픽쳐스인터내셔널 코리아(유),B,20161005,autumn,미국,671,8445645672,999047,스릴러,청소년관람불가,일반영화,"제인 레비,딜런 미네트,스티븐 랭",88,2016,0,7.04,0,0,0,28,192,0,B,8.461838006,1284
313,"고산자, 대동여지도",강우석,씨제이이앤엠(주),A,20160907,autumn,한국,765,7777473258,971194,사극,전체관람가,일반영화,"차승원,유준상",129,2016,1737253,5.78,0,1,5038378,1380,877,0,A,8.239467849,451
314,매그니피센트 7,안톤 후쿠아,유니버설픽쳐스인터내셔널 코리아(유),B,20160914,autumn,미국,579,7633490421,921317,액션,15세이상관람가,일반영화,"덴젤 워싱턴,크리스 프랫,이병헌",133,2016,348278,5.79,0,1,21673771,1557,323,1,B,8.081967213,1525
315,브리짓 존스의 베이비,샤론 맥과이어,유니버설픽쳐스인터내셔널 코리아(유),B,20160928,autumn,미국,509,6678585874,820995,코미디,15세이상관람가,일반영화,"르네 젤위거,콜린 퍼스,패트릭 뎀시",123,2016,0,5.63,1,1,6206358,59,196,0,B,9.161118509,751
316,스플릿,최국희,오퍼스픽쳐스(유),D,20161109,autumn,한국,702,6097721539,757430,드라마,15세이상관람가,일반영화,"유지태,이정현,이다윗",121,2016,0,6.38,0,0,23761291,263,217,0,C,9.247206704,716
317,국가대표 2,김종현,메가박스중앙(주)플러스엠,A,20160810,summer,한국,562,5424324942,703024,드라마,12세이상관람가,일반영화,"수애,오달수,오연서",126,2016,0,5.5,1,1,69100447,642,585,0,A,8.880952381,882
318,인페르노,론 하워드,유니버설픽쳐스인터내셔널 코리아(유),B,20161019,autumn,미국,754,5656281303,689071,미스터리,15세이상관람가,일반영화,"톰 행크스,펠리시티 존스,벤 포스터",121,2016,932909,4.67,1,1,902399,48,204,0,B,8.2,610
319,설리: 허드슨강의 기적,클린트 이스트우드,워너브러더스 코리아(주),B,20160928,autumn,미국,573,5234170754,627102,드라마,12세이상관람가,일반영화,"톰 행크스,로라 리니,아론 에크하트",96,2016,344766,7.75,0,1,1203327,58,174,0,B,8.907035176,398
320,잭 리처: 네버 고 백,에드워드 즈윅,롯데쇼핑㈜롯데엔터테인먼트,A,20161130,autumn,미국,667,4638072258,611097,액션,15세이상관람가,일반영화,"톰 크루즈,코비 스멀더스",118,2016,0,4.88,1,1,23349114,26,186,0,A,8.190140845,426
321,로그 원: 스타워즈 스토리,가렛 에드워즈,월트디즈니컴퍼니코리아 유한책임회사,B,20161228,winter,미국,907,5127537094,596487,액션,12세이상관람가,일반영화,"펠리시티 존스,디에고 루나,매즈 미켈슨",133,2016,710814,7.16,1,0,41546,134,318,0,B,8.381078691,1131
322,아이스 에이지: 지구 대충돌,마이크 트메이어,이십세기폭스코리아(주),B,20160720,summer,미국,580,4092484600,553760,애니메이션,전체관람가,일반영화,"존 레귀자모,레이 로마노,제니퍼 로페즈",94,2016,0,6,1,0,686759,30,229,0,B,8.163934426,610
323,메카닉: 리크루트,데니스 간젤,(주)제이앤씨미디어그룹,D,20160831,summer,미국,320,4458200800,551897,액션,15세이상관람가,일반영화,"제이슨 스타뎀,제시카 알바,토미 리 존스",98,2016,245,5.25,1,1,3594575,17,136,0,C,7.5,8
324,고스트버스터즈,폴 페이그,유니버설픽쳐스인터내셔널 코리아(유),B,20160825,summer,미국,511,4116292075,515522,액션,12세이상관람가,일반영화,"멜리사 맥카시,크리스틴 위그,케이트 맥키넌",116,2016,0,6.58,0,1,5061109,42,156,0,B,8.416058394,685
325,거울나라의 앨리스,제임스 보빈,월트디즈니컴퍼니코리아(주),B,20160907,autumn,미국,515,4145733267,513202,어드벤처,12세이상관람가,일반영화,"조니 뎁,앤 해서웨이,미아 와시코브스카",112,2016,0,5.75,1,1,6309523,30,243,0,B,8.622535211,355
326,가려진 시간,엄태화,(주)쇼박스,C,20161116,autumn,한국,884,3946462400,510878,드라마,12세이상관람가,일반영화,"강동원,신은수,이효제",129,2016,16733,6.68,0,0,13516601,955,453,0,A,8.191629956,454
327,명탐정 코난: 순흑의 악몽,시즈노 코분,씨제이이앤엠(주),A,20160803,summer,일본,447,3754104500,507508,애니메이션,12세이상관람가,일반영화,"김선혜,강수진,이정구",112,2016,868371,7,1,1,529449,10,45,0,A,9.042639594,985
328,언더 워터,자움 콜렛 세라,유니버설픽쳐스인터내셔널 코리아(유),B,20160713,summer,미국,518,3111772391,384789,공포,15세이상관람가,일반영화,블레이크 라이블리,86,2016,2373991,7.25,0,0,40096,14,73,0,B,8.227513228,378
329,위자: 저주의 시작,마이크 플래너건,유니버설픽쳐스인터내셔널 코리아(유),B,20161109,autumn,미국,467,2637517406,331877,공포,12세이상관람가,일반영화,"엘리자베스 리저,애너리즈 바쏘,룰루 윌슨",99,2016,278838,4.5,1,1,0,10,30,0,B,7.777292576,229
330,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,타카하시 시게하루,씨제이이앤엠(주),A,20160720,summer,일본,403,2466913080,330665,애니메이션,전체관람가,일반영화,"박경혜,홍범기,김현지",94,2016,550728,6,1,1,4032478,2,49,0,A,8.569124424,434
331,아기배달부 스토크,"니콜라스 스톨러,더그 스윗랜드",워너브러더스 코리아(주),B,20161207,winter,미국,538,2408673700,318977,애니메이션,전체관람가,일반영화,"앤디 샘버그,케이티 크라운,켈시 그래머",87,2016,41301,7,0,0,884885,15,41,0,B,8.825657895,304
332,혼숨,이두환,(주)프레인글로벌,D,20161026,autumn,한국,498,2258422445,288016,공포,15세이상관람가,일반영화,"류덕환,조복래",90,2016,0,4.33,0,0,24539234,138,113,0,C,6.314741036,251
333,드림 쏭,애쉬 브래넌,(주)이수C&E,B,20160914,autumn,미국,399,1817437700,233283,애니메이션,전체관람가,독립/예술영화,"엄상현,이장원,이현",89,2016,0,7,0,1,794033,34,54,1,B,8.5375,320
334,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,유야마 쿠니히코,(주)이수C&E,B,20161222,winter,일본,480,1666637400,219047,애니메이션,전체관람가,일반영화,"이장원,테라사키 유카,이선호",95,2016,847824,0,1,1,331375,4,2,0,B,8.811563169,467
335,원피스 필름 골드,미야모토 히로아키,씨제이이앤엠(주),A,20161208,winter,일본,445,1697073100,215159,애니메이션,12세이상관람가,일반영화,"타나카 마유미,나카이 카즈야,오카무라 아케미",120,2016,0,6.78,1,1,17464,14,44,0,A,9.170673077,416
336,아이 엠 어 히어로,사토 신스케,(주)영화사 빅,D,20160921,autumn,일본,263,1806714900,212599,액션,청소년관람불가,독립/예술영화,"오오이즈미 요,나가사와 마사미,아리무라 카스미",127,2016,314,5.83,0,1,54372,24,102,0,C,7.473684211,19
337,"무현, 두 도시 이야기",전인환,(주)모멘텀엔터테인먼트,D,20161026,autumn,한국,66,1511430600,192668,다큐멘터리,15세이상관람가,독립/예술영화,"노무현,김원명,김하연",124,2016,0,6,1,1,5334561,31,82,0,C,9.565400844,237
338,빅,트레버 월,(주)이수C&E,B,20160727,summer,미국,332,1174196720,160860,애니메이션,전체관람가,독립/예술영화,"롭 슈나이더,헤더 그레이엄,켄 정",91,2016,0,0,0,0,432182,216,329,0,B,8.246200608,329
339,달빛궁궐,김현주,(주)넥스트엔터테인먼트월드(NEW),C,20160907,autumn,한국,425,1134639700,151360,애니메이션,전체관람가,일반영화,"김서영,이하늬,권율",80,2016,0,5,0,1,23777483,62,160,0,A,8.25974026,154
340,서울역,연상호,(주)넥스트엔터테인먼트월드(NEW),C,20160817,summer,한국,440,1157200562,146548,애니메이션,15세이상관람가,독립/예술영화,"류승룡,심은경,이준",93,2016,21864,6.92,1,1,43424129,709,331,0,A,5.224334601,263
341,장난감이 살아있다,후안 호세 캄파넬라,"㈜코리아스크린,와이드 릴리즈(주)",D,20160907,autumn,기타,294,1109230600,142577,애니메이션,전체관람가,독립/예술영화,"남도형,김채하,김태균A",91,2016,0,5,0,1,391739,10,114,0,C,8.088607595,79
342,플로렌스,스티븐 프리어스,(주)이수C&E,B,20160824,summer,영국,382,1079970100,139717,드라마,15세이상관람가,독립/예술영화,"메릴 스트립,휴 그랜트,사이몬 헬버그",111,2016,40802,6.64,0,1,1194021,36,71,0,B,8.869565217,184
343,로빈슨 크루소,"벤 스타센,빈센트 케스텔루트",(주)영화사 빅,D,20160907,autumn,기타,329,1038675400,135094,애니메이션,전체관람가,독립/예술영화,"유리 로웬탈,데이비드 호워드,콜린 메츠거",90,2016,459297,7,0,1,283292,13,81,0,C,8.43902439,82
344,자백,최승호,(주)엣나인필름,D,20161013,autumn,한국,152,1033168200,129774,다큐멘터리,15세이상관람가,독립/예술영화,"최승호,김기춘,원세훈",106,2016,169054,7.67,0,1,0,42,144,0,C,9.580858086,303
345,카페 소사이어티,우디 앨런,CGV아트하우스,A,20160914,autumn,미국,199,1047223666,126439,멜로/로맨스,15세이상관람가,독립/예술영화,"제시 아이젠버그,크리스틴 스튜어트,블레이크 라이블리",96,2016,217626,6.77,0,0,4156354,42,41,1,A,8.178082192,219
346,마이 리틀 자이언트,스티븐 스필버그,월트디즈니컴퍼니코리아(주),B,20160810,summer,미국,128,991375900,125800,어드벤처,전체관람가,일반영화,"마크 라이런스,루비 반힐,레베카 홀",117,2016,396418,7.45,0,1,10072061,16,35,0,B,0,0
347,죽여주는 여자,이재용,CGV아트하우스,A,20161006,autumn,한국,317,872397300,119964,드라마,청소년관람불가,독립/예술영화,"윤여정,전무송,윤계상",111,2016,1616803,6.94,0,0,1109565,156,367,0,A,8.457943925,107
348,감바의 대모험,"카와무라 토모히로,코모리 요시히로",(주)영화사 빅,D,20161110,autumn,일본,400,873677700,117362,애니메이션,전체관람가,독립/예술영화,"카지 유우키,칸다 사야카,타카기 와타루",90,2016,0,5,0,1,0,6,37,0,C,8.738636364,88
349,피터와 드래곤,데이빗 로워리,월트디즈니컴퍼니코리아(주),B,20160928,autumn,미국,167,865600600,109137,어드벤처,전체관람가,일반영화,"브라이스 달라스 하워드,오크스 페글리,웨스 벤틀리",103,2016,0,7,0,1,4565888,12,24,0,B,8.415254237,118
